tweet,labels
everyth look better bitch next,Offensive Language
facto shaunasayomi care hoe ass look like ,Offensive Language
everi bad bitch nigga tire fuck,Offensive Language
foreign chick lie man bitch beauti,Offensive Language
fresh nigga kno need clean bitch kno im work cuz wanna see team rich ,Offensive Language
fuck  make rule suck dragon ball bitch call goku,Offensive Language
generat ascii box nodej see abil bring flappybird node via ascii tube bird  ,No Hate and Offensive
get shit bitch fine bear,Offensive Language
get ass back detroit ya fuckin wigger,Offensive Language
girl date okay aint mad yo unless stab heart love hoe,Offensive Language
know twitter password bitch plea,Offensive Language
seen show seen hoe wasnt hot would thick,Offensive Language
bitch hit hoe ,Offensive Language
marri white woman lucki sumbitch  uncl ruckus,Offensive Language
wanna nigga im trinna save account   omg imma funni ass bitch man real shit ,Offensive Language
great grandma hoeher grandma hoeher mom hoe shes hoe long line hoe grandpa carl everyon,Offensive Language
hey go look video man found kidnap girl ohiowhat nigger  shitmybosssay,Hate Speech
hey pussi still,Offensive Language
draft gungho folk send afghanistan war zone show ,No Hate and Offensive
hotter bitch,Offensive Language
u talk hoe bout bro n em talk hoe bout bro n em,Offensive Language
crazi bitch hilari,Offensive Language
know shoe dirti fuck whatev bitch dont calllik negro one first thing look shoe dog,Offensive Language
thrill billywith hillbilli heart billyraycyrus hahahahaha jesus murphi,No Hate and Offensive
call bitch makennam,Offensive Language
cant handl liquor bitch cant handl meeedd  chief sosa,Offensive Language
dont chase dude chase bitch  edgar bautista,Offensive Language
dont love hoe babi forev,Offensive Language
dont even need pictur tamar bitch beat everi ,Offensive Language
dont hoe ,Offensive Language
found new way chug open mouth alot shitallysay,No Hate and Offensive
fuck hate bitch much wanna smack face tongu kiss,Offensive Language
got bitch set like jada picketqueen latifah ride round niec bitch titi,Offensive Language
got sister told stop call women bitch,Offensive Language
guess night bitch die stewi nigga,Offensive Language
bitch bitch bitch eat halibut  iamyoungroc freshrhym jerksquad slowstir,Offensive Language
ladylovesh marri still wanna bang hersh wont sex mewhat bitch troubadour probabl,Offensive Language
heard look candi man bitch,Offensive Language
hope dont get mad ladi call bitch bitch bc dont know name individu katt william letmicahdown,Offensive Language
got number  im bitch boy,Offensive Language
know shit eatin grin either fuck girl dream sold car know faggot whatd ,Offensive Language
older men caus theyr maturethat suppo fool us bitch,Offensive Language
prolli leav bitch cup hand yo hand hand,Offensive Language
said dont like tast like wolf pussi even know tast like,Offensive Language
taught eat pussi cut hairi taught eat pussi  movi ,Offensive Language
use dress like cop toooh reallyyeahright  pussyreallyyesil never forget,Offensive Language
went jail flock amp came home wit strike went jail bitch came home dike yg,Offensive Language
fuck u u stand u dizzi bitch two uniqu amp separ phrase overheard relat say younger,Offensive Language
woke like thi bitch go back bed,Offensive Language
would rather call bitch sir manag,Offensive Language
ill beat pussi hard,Offensive Language
ill slit throatneck ,No Hate and Offensive
im funki ass honkey  jtimberlak shout macklemor tonight cabaret  ,Offensive Language
im compar kfc pussi ,Offensive Language
im download new person order new face bitch love goddamn axl rose yell sex robot,Offensive Language
im feelin like malcolm middl bitch surround cant miss em,Offensive Language
im gonna piss dimpl  stop wast prayer trash team lol,Offensive Language
im probabl main bitch chocol dip cinnamon appl,Offensive Language
im sick shit man jonniesantana sit bitch ass im fed bro rt  geno threw yet anoth pick smh,Offensive Language
im sorri fuck yo bitch realli dig nigga kingl,Offensive Language
ib irrit bitch syndrom,Offensive Language
love hide yo bitch youll keep shortywizkhalifa,Offensive Language
talk back aint get pussym ,Offensive Language
bad bitch put hand high everi girl room start wave hand around,Offensive Language
imma tie bitch basement donkeyfuck ass two week straight hahahahahahahahaha  beforeiselfdestruct,Offensive Language
mindgotta dumb hoe anthem,Offensive Language
albino mexicanno dad hes asian,No Hate and Offensive
take true direct accept larri know bitch fan like make boy cri thankyoupaulforconfirminglarri,Offensive Language
alleg u bedroom u see word naiv amp blind bitch know ur husband cheat u ramona dumb,Offensive Language
never late tag bitch cyfyr,Offensive Language
dyke hunter dyke dyke ,Offensive Language
julia robert ho  nottinghil,Offensive Language
follow yellow brick twitter,No Hate and Offensive
lmfaoooooooooooooooooo bbbrook pussi good mama  like guess gotta  mama,Offensive Language
lol crippl  wendi davi rt mailonlin scientist creat remotecontrol chick studi shi penguin ,No Hate and Offensive
let nip ahoy spank mayb,Offensive Language
let kill cracker babi wtf hear wow,Hate Speech
like correct im wrong doesnt pimpin involv smackin bitch money,Offensive Language
lmao   rt  pound cake look like pussi  ,Offensive Language
lmao swillalo drose adida lighter phone  shit retard,Offensive Language
mam  doet haar rol net ze ongesteld wat ongesteld van dat soort vragen waar je denkt hoe leg ik die weer uit,No Hate and Offensive
mayb want friend mayb shes stupid bitch never know make cum ,Offensive Language
mine play dmx kirk franklin smh justcallmebrit well neighbor ghetto  get like  beat kid,No Hate and Offensive
grandma use call porch monkey time come think refer broken bottl nigger knife ,Hate Speech
momma told tell mind yoooo damn motha fuckin busi  knowin bitch,Offensive Language
nip freeeeezingand okay theyr slice ,Offensive Language
twitter hack  im pussi admit said want act like never said,Offensive Language
nah girl aint gon abl make tight sinc russ loss job back like damn bitch realli,Offensive Language
nah nomeekjustmilz  yo thought  photoshop face faggot smmfhi hate yall ,Hate Speech
new flame song yr lol bitch super run like,Offensive Language
nigga alway yell fuck bitch get money meanwhil theyr broke still want ,Offensive Language
nigga press pussi eeeeeen nothin,Offensive Language
bitch   nan,Offensive Language
boat hoe plea thank  mom,Offensive Language
ovo  amp kendrick lamar still ,No Hate and Offensive
top pregnant ass sorri hoe aint never got money even water broke   riptallt,Offensive Language
coupl red sox gotten past first base im die laugh mayb yank need teach game,No Hate and Offensive
peopl time aryan race  stand say mongerl turn world ghetto slum ,Hate Speech
pistol whip dickau shoot yo bitch club upsometim freestyl freestyl im okay,Offensive Language
rt plea thank bmorepocahonta pierc pussi come across timelin ,Offensive Language
remi machiavelli send shot ya belli  bitch ,Offensive Language
roberto one nasti hoe,Offensive Language
sorri jb  justin come back top comment justin timberlak video  million view son fuck bitch,Offensive Language
search incr stori  white man quest find ingredi necessari make caribbean jerk chicken redneck land,Offensive Language
sell soul materi wish fast car bitch tupac smile remix,Offensive Language
shake bear  aka two redneck sex dead bear,Offensive Language
shall compar thee  day  day bitch,Offensive Language
gotta shape pussi lip tho postprettypussi whole wheat organ pussi ,Offensive Language
said wigga man richtak durag ,Offensive Language
bitch anyway,Offensive Language
shes florida youv got sniff test swamp pussi ,Offensive Language
slow fuck bitch know liveclassi young ladi,Offensive Language
hes good footbal playerbut still act like nig,Offensive Language
stop pussi son shove needl heart afterearth,Offensive Language
stop look us go eat pussi yuppi fuck,Offensive Language
takin straight dirt finger pussi know put dick ,Offensive Language
aint bro move hoe move,Offensive Language
girl plain look borderlin ug amp chunki hey least shes got nice smile amp great person,Offensive Language
devil grow insid heart selfish wickedwhit brown yellow black color restrict,No Hate and Offensive
water isnt yellow im healthi student,No Hate and Offensive
hoe aint loyal,Offensive Language
hoe keep callin aint pickin ,Offensive Language
sour appl bitter bitch im fuckin wit em,Hate Speech
faggot jonniesantana oriol petti fuckgot swept outta bitch,Offensive Language
ghetto ass band  get snuck ,Offensive Language
divi trash nomeekjustmilz saint gon win nfc southwatch,No Hate and Offensive
fan wait bitch nigga hate  old hoe date look mama  ,Offensive Language
ghetto motherfuck missi elliott,Offensive Language
recip call leftov browni hell leftov browni browni havent eaten ,No Hate and Offensive
ratchet broad dont repr white ass cant talk trash caus racist shit black,Offensive Language
trust nonee bitch dont ,Offensive Language
twitter twitter bitch twitter life,Offensive Language
two road diverg yellow wood chose one  robert frost giant,No Hate and Offensive
u got  bitch niggaal haymon antonio tarver,Offensive Language
uhuh empti heart empti bottl yellow cab would like catch cuz yo latest ex made u mad,Offensive Language
use girlfriend got hoe lookin good girl fuckin low,Offensive Language
virgin pussi     regular pussi      oomf pussi ,Offensive Language
whaaaaaat lmaooo cromotoast creepgoddess luv u fat bitch cuz yall got big ole titti phat booti,Offensive Language
walk bitch like nigga made,Offensive Language
hate nigger hate faggot hate spicskkk ralli,Hate Speech
queer    hut like butt,Hate Speech
well bitch biolog said ,Offensive Language
betysweetcock gotta report spam rt  ladi rt head game better pussi,Offensive Language
im done hoe pass squad g,Offensive Language
fuck callin jiggaboo nigga,Hate Speech
peopl think gay marriag okay beyond sorri dont want futur son see  fag walk street hold hand,Hate Speech
u littl bitch chris aint six bitch  allison mom,Offensive Language
would want play pussi  jimmyfallon dead snl,Offensive Language
would wanna green ranger hes evil duh bitch,Offensive Language
would want pussi side burn good question  hahahahaha ,Offensive Language
shank bitch cevich,Offensive Language
work  tydollasign get rough day hahaha hoe,Offensive Language
wow bitch  yes alreadi establish anyth el say,Offensive Language
yall forget brand new babi girl home bitch cooki burn,Offensive Language
yah said word mtzraymegyptian peopl ysrahal inherit kushiteethiopian,No Hate and Offensive
yaoooooooo yeaimjamaican mawnin yardi ,No Hate and Offensive
yo bitch horn tryna shoot porn  kingl shirt worthi toni,Offensive Language
yo sublet pussi shitfahdsay,Offensive Language
yo feet smell like puss  whut  like flower bitch  omg,Offensive Language
yo mama bitch rt theacetjshow one sentenc end relationship,Offensive Language
aint gunna shit spear chucker,Hate Speech
aint bitch favorit respon long text,Offensive Language
yo boy pussi cat,Offensive Language
cunt,Offensive Language
pull pussi dodg collect panti alright stormi jake ,Offensive Language
take someon ghetto cant take ghetto,Offensive Language
dont like us color folk hell color white fuck ,Offensive Language
got hella hoe ,Offensive Language
hit light line toco bell  morn diana back hous miracl  char dianaaaxo,No Hate and Offensive
look cute today  realli helll swerv hoe,Offensive Language
look like littl bird help get dress morn,No Hate and Offensive
ol trout mouth ass bitch deeeeaaaadd,Hate Speech
talk like fag shit retard cool scro lot tard live total kickass live,Offensive Language
took land could make retard diaper sureus imagecool redskin nfl concuss joke,Offensive Language
garden rose bitch weed,Offensive Language
fuck shit dumb ass cunt go post pictur flat ass titti ig slut,Offensive Language
queer ,Offensive Language
homeboy look bad give cash hoe,Offensive Language
teeth like star aww thank yeah yellow far away,No Hate and Offensive
yup fuck em alohahoesss play like trash rt  clipper dont wanna play lol,Offensive Language
aint time hoe get lol ariana mom say us,Offensive Language
bitch  chellyhernandez,Offensive Language
ayo even kill handicap crippl bitcheslook scalp real close youll see tripl six,Hate Speech
bitch freak shit,Offensive Language
bitch vagina littl resili rosestoko,Offensive Language
love nah bitch aint love,Offensive Language
pussi root drama attribut put head mama,Offensive Language
call keyshawn johnson caus im catchin erri hoe,Offensive Language
captain save hoe annoy phrase,Offensive Language
day judgement everybodi gonna look big jumbotron watch fuck majjinn buu bitch,Offensive Language
dont let side bitch settl might headbutt evelyn,Offensive Language
dont show bitch unless look like dolli parton,Offensive Language
fuck pussi ass hater go suck dick die quick  someon youtub comment think wed good friend,Hate Speech
